OrderDate,Year,Month,Region,Category,SubCategory,Segment,Quantity,Discount,Sales,Profit,Margin
2021-05-17,2021,5,Europe,Office Supplies,Storage,Home Office,3,0.0,193.9,18.65,0.09618359979370808
2022-10-26,2022,10,Asia Pacific,Technology,Laptops,Consumer,4,0.15,3247.83,460.14,0.14167613452674555
2022-03-08,2022,3,Latin America,Technology,Copiers,Corporate,4,0.1,1590.82,425.79,0.26765441721879285
2024-07-19,2024,7,North America,Furniture,Chairs,Home Office,4,0.1,1014.13,33.47,0.033003658308106455
2023-06-19,2023,6,North America,Technology,Laptops,Corporate,1,0.0,1058.09,296.58,0.2802975172244327
2021-06-14,2021,6,Asia Pacific,Office Supplies,Paper,Consumer,2,0.2,137.06,-0.3,-0.0021888224135415144
2023-10-28,2023,10,North America,Technology,Accessories,Consumer,5,0.15,2665.55,88.41,0.03316763894880981
2021-01-06,2021,1,Europe,Office Supplies,Paper,Consumer,4,0.0,197.21,57.49,0.2915166573703159
2022-01-22,2022,1,Asia Pacific,Technology,Copiers,Consumer,5,0.5,4008.1,-770.61,-0.19226316708664953
2021-11-01,2021,11,North America,Furniture,Chairs,Consumer,4,0.2,1469.88,-95.23,-0.06478760170898304
2023-04-13,2023,4,Asia Pacific,Technology,Laptops,Consumer,6,0.3,2499.61,35.5,0.014202215545625117
2024-03-18,2024,3,North America,Office Supplies,Art,Consumer,1,0.0,67.82,10.67,0.15732822176349162
2021-06-23,2021,6,North America,Furniture,Bookcases,Consumer,2,0.15,1146.8,-64.64,-0.05636553889082665
2021-04-26,2021,4,Asia Pacific,Office Supplies,Art,Consumer,3,0.4,205.59,-32.5,-0.15808161875577606
2024-03-26,2024,3,Europe,Technology,Accessories,Corporate,6,0.15,3739.39,769.89,0.20588652159844253
2023-10-18,2023,10,Asia Pacific,Furniture,Tables,Corporate,4,0.2,639.69,-22.09,-0.03453235160781003
2024-06-14,2024,6,North America,Furniture,Bookcases,Corporate,3,0.2,1888.25,-128.81,-0.068216602674434
2024-03-22,2024,3,Europe,Furniture,Chairs,Corporate,3,0.0,1172.92,122.31,0.10427821164273778
2023-05-15,2023,5,Asia Pacific,Technology,Laptops,Consumer,1,0.0,560.77,148.01,0.2639406530306543
2021-11-07,2021,11,Asia Pacific,Technology,Copiers,Corporate,1,0.1,591.41,119.58,0.2021947549077628
2024-11-02,2024,11,Asia Pacific,Office Supplies,Art,Corporate,3,0.2,309.48,-17.87,-0.05774201887036319
2022-02-18,2022,2,Europe,Office Supplies,Storage,Home Office,3,0.0,216.66,61.12,0.28210098772269915
2023-01-20,2023,1,Europe,Technology,Copiers,Consumer,2,0.15,706.99,137.0,0.19377926137569132
2023-04-27,2023,4,North America,Office Supplies,Art,Consumer,1,0.15,58.2,6.31,0.10841924398625429
2022-11-12,2022,11,Europe,Office Supplies,Binders,Home Office,4,0.4,410.91,-55.47,-0.13499306417463677
2022-06-28,2022,6,Latin America,Office Supplies,Art,Home Office,1,0.1,34.62,3.15,0.09098786828422878
2024-03-23,2024,3,Asia Pacific,Office Supplies,Paper,Corporate,5,0.0,423.62,99.56,0.23502195363769415
2021-06-27,2021,6,Asia Pacific,Technology,Accessories,Consumer,2,0.15,1709.56,346.66,0.2027773228199069
2023-06-27,2023,6,North America,Technology,Accessories,Consumer,1,0.0,915.94,309.86,0.3382972683800249
2023-08-06,2023,8,Europe,Furniture,Bookcases,Consumer,3,0.0,735.15,124.72,0.1696524518805686
2022-03-05,2022,3,Asia Pacific,Furniture,Furnishings,Consumer,3,0.15,914.12,-14.35,-0.015698157791099638
2022-07-03,2022,7,Latin America,Furniture,Bookcases,Corporate,4,0.15,915.91,-70.68,-0.0771691541745368
2024-05-05,2024,5,North America,Furniture,Bookcases,Consumer,2,0.0,553.54,62.87,0.11357806120605557
2023-03-30,2023,3,North America,Office Supplies,Art,Consumer,2,0.0,144.53,24.74,0.1711755344911091
2024-12-17,2024,12,Asia Pacific,Office Supplies,Art,Consumer,1,0.0,132.01,36.92,0.2796757821377169
2023-06-06,2023,6,Asia Pacific,Furniture,Tables,Consumer,1,0.3,243.09,-43.84,-0.18034472828993378
2024-01-29,2024,1,Europe,Furniture,Tables,Corporate,5,0.0,2275.41,352.12,0.15475013294307402
2022-01-16,2022,1,Europe,Office Supplies,Storage,Consumer,7,0.4,441.75,-91.9,-0.2080362195812111
2023-06-20,2023,6,Asia Pacific,Furniture,Chairs,Corporate,5,0.1,860.1,36.93,0.04293686780606906
2023-04-30,2023,4,Latin America,Office Supplies,Paper,Consumer,3,0.1,306.58,40.68,0.13268967316850414
2024-07-28,2024,7,North America,Office Supplies,Storage,Consumer,3,0.0,339.74,69.88,0.20568670159533758
2022-10-05,2022,10,Europe,Technology,Phones,Consumer,2,0.2,977.09,25.9,0.026507281826648514
2023-08-17,2023,8,Middle East & Africa,Furniture,Chairs,Consumer,3,0.2,718.81,-56.48,-0.07857431031844299
2024-06-22,2024,6,Asia Pacific,Office Supplies,Binders,Consumer,3,0.1,122.89,15.05,0.1224672471315811
2024-05-26,2024,5,Europe,Office Supplies,Paper,Corporate,1,0.15,80.34,-2.45,-0.030495394573064476
2023-12-12,2023,12,North America,Office Supplies,Storage,Home Office,2,0.0,263.43,40.48,0.15366511027597463
2022-01-28,2022,1,Asia Pacific,Office Supplies,Storage,Corporate,3,0.3,94.07,-10.1,-0.10736685447007548
2023-07-24,2023,7,North America,Technology,Phones,Consumer,6,0.3,3160.14,138.92,0.04396007771807578
2024-11-24,2024,11,Asia Pacific,Office Supplies,Art,Consumer,2,0.15,207.04,-4.91,-0.023715224111282844
2022-01-25,2022,1,North America,Technology,Copiers,Corporate,3,0.2,1479.17,182.46,0.12335296145811503
2021-11-05,2021,11,North America,Technology,Laptops,Consumer,5,0.15,3426.06,667.63,0.19486815759210288
2022-09-20,2022,9,North America,Office Supplies,Paper,Consumer,1,0.0,88.83,20.59,0.23179106157829563
2021-12-07,2021,12,Asia Pacific,Technology,Accessories,Corporate,2,0.5,835.82,-139.0,-0.1663037496111603
2024-11-20,2024,11,Europe,Technology,Copiers,Corporate,3,0.2,1974.37,208.88,0.1057957728288011
2022-09-02,2022,9,Europe,Technology,Copiers,Corporate,1,0.4,683.76,-82.21,-0.12023224523224522
2023-06-10,2023,6,North America,Office Supplies,Paper,Corporate,3,0.2,187.42,0.23,0.0012271902678476151
2024-10-01,2024,10,North America,Office Supplies,Binders,Home Office,3,0.15,355.1,-14.87,-0.04187552802027597
2023-12-24,2023,12,Latin America,Furniture,Chairs,Corporate,4,0.3,1580.59,-270.1,-0.17088555539387193
2024-09-05,2024,9,North America,Office Supplies,Art,Consumer,1,0.1,86.61,8.02,0.09259900704306662
2024-10-22,2024,10,Latin America,Office Supplies,Paper,Home Office,2,0.2,129.05,-5.66,-0.043858969391708635
2024-07-04,2024,7,Asia Pacific,Office Supplies,Binders,Consumer,2,0.1,161.84,12.09,0.07470341077607513
2024-06-20,2024,6,North America,Technology,Copiers,Corporate,2,0.0,933.67,310.28,0.3323229834952392
2023-03-02,2023,3,Asia Pacific,Office Supplies,Storage,Consumer,5,0.0,480.78,90.84,0.18894296767752405
2021-10-29,2021,10,Asia Pacific,Technology,Accessories,Corporate,7,0.1,3418.95,672.44,0.1966802673335381
2023-03-02,2023,3,North America,Office Supplies,Storage,Home Office,2,0.1,140.91,18.33,0.13008303172237598
2024-01-13,2024,1,Europe,Office Supplies,Storage,Home Office,3,0.5,183.06,-44.34,-0.24221566699442806
2023-07-30,2023,7,Asia Pacific,Office Supplies,Art,Home Office,1,0.15,120.45,6.19,0.05139061851390619
2023-03-20,2023,3,Europe,Technology,Laptops,Corporate,2,0.1,1072.87,114.47,0.10669512615694353
2024-01-08,2024,1,Europe,Furniture,Furnishings,Consumer,2,0.1,700.94,-3.97,-0.0056638228664365
2022-08-16,2022,8,Latin America,Technology,Copiers,Home Office,5,0.1,1570.19,319.44,0.20344034798336505
2021-01-27,2021,1,Latin America,Office Supplies,Binders,Consumer,5,0.1,385.72,67.62,0.1753085139479415
2024-03-29,2024,3,Asia Pacific,Technology,Laptops,Home Office,3,0.1,1510.99,319.24,0.2112786980721249
2022-06-16,2022,6,Europe,Office Supplies,Art,Consumer,4,0.0,358.05,34.86,0.0973607038123167
2021-08-12,2021,8,Europe,Office Supplies,Storage,Home Office,4,0.1,158.3,17.65,0.11149715729627288
2023-11-07,2023,11,North America,Office Supplies,Paper,Home Office,1,0.3,122.94,-2.65,-0.021555230193590368
2022-01-30,2022,1,Europe,Office Supplies,Binders,Corporate,5,0.0,359.02,55.17,0.15366831931368727
2023-12-13,2023,12,North America,Technology,Phones,Home Office,2,0.3,1194.83,49.84,0.04171304704434941
2023-02-22,2023,2,Europe,Office Supplies,Art,Consumer,5,0.1,173.09,20.17,0.11652897336645676
2023-03-13,2023,3,Middle East & Africa,Technology,Accessories,Home Office,2,0.3,519.97,11.45,0.02202050118276054
2021-05-27,2021,5,North America,Furniture,Furnishings,Consumer,3,0.1,1561.54,53.29,0.03412656736298782
2023-09-22,2023,9,North America,Office Supplies,Art,Consumer,2,0.1,116.08,10.96,0.09441764300482426
2021-12-07,2021,12,Middle East & Africa,Office Supplies,Paper,Consumer,4,0.3,190.7,-18.95,-0.09937073938122706
2022-02-06,2022,2,Europe,Furniture,Bookcases,Home Office,2,0.15,459.56,0.92,0.00200191487509792
2023-06-30,2023,6,Europe,Technology,Laptops,Consumer,2,0.2,1596.2,268.88,0.16845006891366995
2022-10-12,2022,10,Europe,Office Supplies,Paper,Corporate,4,0.4,129.4,-16.94,-0.13091190108191655
2024-09-03,2024,9,North America,Office Supplies,Art,Corporate,2,0.0,263.68,42.22,0.16011832524271843
2022-05-18,2022,5,Europe,Furniture,Furnishings,Consumer,3,0.0,870.03,141.75,0.16292541636495295
2021-05-01,2021,5,North America,Office Supplies,Storage,Consumer,3,0.0,179.14,36.84,0.205649212906107
2022-02-16,2022,2,Europe,Furniture,Furnishings,Corporate,5,0.15,1776.32,25.97,0.014620113493064312
2021-02-21,2021,2,North America,Technology,Copiers,Consumer,1,0.4,430.49,-56.51,-0.13126901902483215
2021-08-18,2021,8,North America,Technology,Accessories,Consumer,5,0.1,1704.24,277.15,0.16262380885321315
2021-11-15,2021,11,Europe,Furniture,Tables,Corporate,1,0.1,213.47,11.7,0.05480863821614278
2023-11-14,2023,11,North America,Office Supplies,Binders,Consumer,2,0.0,367.89,73.57,0.1999782543695126
2021-07-27,2021,7,Middle East & Africa,Furniture,Furnishings,Consumer,3,0.0,691.77,26.46,0.038249707272648426
2022-06-27,2022,6,North America,Technology,Phones,Consumer,2,0.0,967.77,243.74,0.2518573628031454
2023-03-31,2023,3,Middle East & Africa,Office Supplies,Storage,Corporate,1,0.0,82.47,10.47,0.12695525645689343
2023-01-19,2023,1,Europe,Technology,Accessories,Corporate,4,0.1,1781.28,232.69,0.13063078235875325
2021-12-11,2021,12,North America,Technology,Copiers,Corporate,4,0.1,2893.38,481.28,0.16633833094857917
2021-12-30,2021,12,North America,Technology,Phones,Consumer,2,0.2,944.52,114.49,0.12121500868165841
2023-01-08,2023,1,Asia Pacific,Furniture,Bookcases,Home Office,4,0.1,1665.23,74.45,0.044708538760411476
2023-07-27,2023,7,North America,Technology,Laptops,Corporate,5,0.15,2487.52,256.49,0.10311072875795974
2024-10-25,2024,10,Asia Pacific,Technology,Phones,Home Office,2,0.2,1130.11,196.43,0.17381493836883138
2021-03-17,2021,3,Latin America,Office Supplies,Paper,Consumer,5,0.0,167.08,28.31,0.16943978932248022
2022-06-02,2022,6,North America,Furniture,Furnishings,Corporate,1,0.5,204.72,-72.91,-0.35614497850722937
2021-09-19,2021,9,Asia Pacific,Office Supplies,Art,Corporate,5,0.4,204.91,-30.66,-0.14962666536528232
2024-06-28,2024,6,Asia Pacific,Office Supplies,Storage,Corporate,4,0.0,429.01,64.56,0.15048600265728074
2021-08-22,2021,8,Latin America,Technology,Copiers,Consumer,6,0.4,2705.36,-543.97,-0.2010712067894846
2022-02-10,2022,2,North America,Technology,Phones,Consumer,3,0.15,1240.21,213.27,0.17196281274945371
2021-03-10,2021,3,Europe,Technology,Phones,Corporate,5,0.1,1952.22,338.63,0.17345893393162656
2024-11-02,2024,11,North America,Technology,Accessories,Consumer,2,0.0,2651.79,615.68,0.23217524766289938
2021-07-22,2021,7,North America,Office Supplies,Paper,Corporate,9,0.15,657.39,53.05,0.08069791143765496
2023-07-23,2023,7,Europe,Technology,Phones,Consumer,2,0.5,500.57,-76.96,-0.1537447310066524
2022-04-24,2022,4,Europe,Office Supplies,Paper,Home Office,4,0.0,280.95,57.19,0.20355935219789997
2022-09-05,2022,9,Europe,Technology,Phones,Corporate,1,0.0,293.55,68.11,0.23202180207801054
2023-05-20,2023,5,Asia Pacific,Office Supplies,Art,Home Office,2,0.1,127.98,12.6,0.09845288326300984
2024-10-31,2024,10,North America,Office Supplies,Art,Consumer,7,0.3,608.77,-78.98,-0.12973701069369384
2022-03-18,2022,3,Asia Pacific,Office Supplies,Storage,Consumer,3,0.3,185.78,-27.53,-0.1481860264829368
2022-02-25,2022,2,Asia Pacific,Technology,Laptops,Corporate,1,0.1,621.94,142.42,0.228993150464675
2022-03-10,2022,3,Middle East & Africa,Office Supplies,Paper,Consumer,1,0.15,66.46,-3.33,-0.05010532651218779
2022-11-18,2022,11,Europe,Office Supplies,Paper,Corporate,2,0.0,128.04,36.51,0.28514526710403
2022-07-30,2022,7,Europe,Office Supplies,Binders,Corporate,7,0.4,269.15,-58.1,-0.21586475942782837
2023-05-28,2023,5,Europe,Office Supplies,Binders,Consumer,3,0.1,310.7,28.24,0.09089153524299967
2024-03-08,2024,3,Latin America,Office Supplies,Paper,Home Office,2,0.15,103.51,10.27,0.09921746691140952
2023-03-05,2023,3,North America,Technology,Phones,Consumer,3,0.4,2283.76,-62.43,-0.027336497705538233
2022-01-02,2022,1,Asia Pacific,Technology,Phones,Corporate,4,0.3,2524.34,19.67,0.0077921357661804675
2024-08-08,2024,8,Asia Pacific,Office Supplies,Paper,Home Office,3,0.15,154.53,20.5,0.132660324856015
2023-07-27,2023,7,Europe,Technology,Accessories,Consumer,4,0.0,1636.75,409.06,0.24992210172598137
2022-12-02,2022,12,Europe,Office Supplies,Binders,Consumer,5,0.0,328.09,81.76,0.2491999146575635
2022-08-20,2022,8,North America,Office Supplies,Storage,Corporate,2,0.15,60.88,3.67,0.06028252299605782
2022-05-01,2022,5,Europe,Technology,Accessories,Consumer,7,0.0,4241.9,1215.66,0.28658384214620813
2024-10-01,2024,10,North America,Office Supplies,Storage,Consumer,2,0.0,148.76,35.26,0.23702608228018285
2024-09-02,2024,9,Europe,Furniture,Furnishings,Consumer,3,0.4,1507.17,-463.41,-0.3074702920042198
2024-01-02,2024,1,North America,Office Supplies,Binders,Home Office,5,0.0,216.59,62.24,0.28736322083198673
2021-07-27,2021,7,North America,Furniture,Bookcases,Consumer,4,0.0,721.64,100.64,0.13946011861870186
2023-11-10,2023,11,Asia Pacific,Furniture,Bookcases,Consumer,4,0.2,1028.0,-92.92,-0.09038910505836575
2022-05-14,2022,5,Asia Pacific,Office Supplies,Art,Corporate,1,0.0,98.43,18.69,0.18988113380067054
2021-07-21,2021,7,Latin America,Technology,Laptops,Corporate,2,0.4,700.7,-70.91,-0.10119880119880119
2022-11-02,2022,11,Middle East & Africa,Technology,Phones,Home Office,1,0.3,702.41,1.36,0.0019361911134522574
2024-03-15,2024,3,Latin America,Furniture,Bookcases,Consumer,4,0.0,1438.79,157.47,0.109446131819098
2022-02-22,2022,2,Europe,Technology,Copiers,Corporate,4,0.3,1125.45,57.39,0.05099293615886978
2024-09-15,2024,9,North America,Furniture,Furnishings,Home Office,1,0.0,291.41,21.6,0.07412237054322089
2022-10-03,2022,10,North America,Technology,Phones,Consumer,2,0.0,522.27,124.76,0.23888027265590597
2021-01-14,2021,1,North America,Technology,Laptops,Consumer,2,0.2,416.82,32.11,0.07703565088047598
2022-04-15,2022,4,Europe,Office Supplies,Paper,Corporate,2,0.5,71.05,-22.52,-0.31695988740323716
2021-03-18,2021,3,Latin America,Technology,Laptops,Corporate,1,0.0,416.32,121.99,0.29301979246733284
2023-01-04,2023,1,Middle East & Africa,Office Supplies,Paper,Consumer,2,0.1,161.65,10.22,0.06322301268171977
2022-08-20,2022,8,North America,Office Supplies,Storage,Home Office,2,0.0,144.18,19.11,0.1325426550145651
2024-08-19,2024,8,North America,Office Supplies,Paper,Consumer,4,0.3,164.29,-15.46,-0.09410189299409581
2024-01-26,2024,1,Asia Pacific,Technology,Copiers,Corporate,7,0.2,3252.47,529.7,0.16286084114534494
2023-11-01,2023,11,Latin America,Furniture,Bookcases,Consumer,3,0.2,2362.35,-83.36,-0.03528689652253053
2024-05-19,2024,5,Asia Pacific,Office Supplies,Storage,Consumer,3,0.1,290.93,32.24,0.11081703502560754
2024-01-09,2024,1,Asia Pacific,Furniture,Chairs,Consumer,4,0.1,1348.8,9.41,0.006976571767497035
2022-05-15,2022,5,Europe,Office Supplies,Art,Consumer,1,0.15,69.26,3.25,0.04692463182211955
2022-05-02,2022,5,Europe,Office Supplies,Binders,Consumer,1,0.15,62.5,5.09,0.08144
2024-01-31,2024,1,Asia Pacific,Technology,Copiers,Corporate,2,0.0,571.1,148.97,0.26084748730520047
2021-04-08,2021,4,Europe,Furniture,Tables,Consumer,2,0.0,658.86,70.2,0.10654767325380203
2024-11-11,2024,11,Middle East & Africa,Office Supplies,Paper,Corporate,1,0.0,97.92,15.19,0.1551266339869281
2023-08-02,2023,8,Europe,Furniture,Tables,Consumer,1,0.15,292.16,-20.55,-0.0703381708652793
2022-12-18,2022,12,Latin America,Office Supplies,Art,Consumer,1,0.3,118.21,-12.95,-0.10955079942475256
2023-10-13,2023,10,Asia Pacific,Technology,Copiers,Consumer,4,0.3,939.78,5.4,0.005746025665581307
2022-08-07,2022,8,Asia Pacific,Furniture,Chairs,Consumer,4,0.2,1589.39,-143.48,-0.0902736269889706
2024-02-10,2024,2,Europe,Furniture,Bookcases,Consumer,3,0.1,727.88,28.89,0.0396906083420344
2022-03-01,2022,3,Europe,Office Supplies,Art,Corporate,4,0.2,281.55,5.89,0.020919907654057893
2023-05-28,2023,5,North America,Technology,Laptops,Consumer,1,0.1,382.88,59.76,0.15608023401587964
2022-09-08,2022,9,Europe,Office Supplies,Binders,Home Office,4,0.0,257.9,46.13,0.17886777820860802
2024-05-13,2024,5,North America,Technology,Copiers,Consumer,3,0.15,966.61,221.38,0.2290272188369663
2024-11-28,2024,11,North America,Furniture,Furnishings,Corporate,5,0.0,2440.16,190.92,0.07824077109697725
2023-05-04,2023,5,Middle East & Africa,Office Supplies,Storage,Corporate,4,0.15,188.12,2.85,0.015149904316393792
2024-02-03,2024,2,Europe,Technology,Copiers,Corporate,2,0.0,510.36,147.93,0.2898542205501999
2021-07-02,2021,7,North America,Furniture,Tables,Home Office,1,0.2,788.86,-39.31,-0.049831402276703095
2024-02-06,2024,2,North America,Furniture,Bookcases,Consumer,2,0.15,557.54,-19.81,-0.035531082971625355
2022-01-15,2022,1,Middle East & Africa,Office Supplies,Paper,Corporate,1,0.15,30.77,3.32,0.10789730256743581
2021-02-22,2021,2,Asia Pacific,Technology,Laptops,Corporate,5,0.1,1343.2,298.02,0.22187313877307918
2021-11-01,2021,11,North America,Technology,Copiers,Consumer,4,0.15,1770.0,473.63,0.26758757062146893
2022-02-10,2022,2,Europe,Office Supplies,Paper,Home Office,4,0.3,202.23,-20.95,-0.10359491667902883
2024-04-25,2024,4,North America,Office Supplies,Art,Consumer,5,0.3,354.83,-37.15,-0.10469802440605361
2023-06-26,2023,6,Asia Pacific,Furniture,Furnishings,Consumer,3,0.3,567.14,-12.96,-0.02285150051133759
2022-12-24,2022,12,Asia Pacific,Technology,Copiers,Home Office,7,0.3,3240.53,155.63,0.04802609449688785
2023-01-02,2023,1,North America,Office Supplies,Binders,Consumer,1,0.15,36.73,3.21,0.08739450040838552
2023-08-29,2023,8,Asia Pacific,Technology,Accessories,Consumer,1,0.1,965.17,303.45,0.31440057191997267
2021-08-29,2021,8,Asia Pacific,Furniture,Furnishings,Consumer,4,0.2,1035.95,-74.38,-0.0717988319899609
2024-06-03,2024,6,Europe,Furniture,Bookcases,Corporate,2,0.2,615.52,-73.08,-0.11872887964647777
2021-11-13,2021,11,North America,Furniture,Furnishings,Consumer,4,0.1,1661.18,-23.93,-0.014405422651368304
2022-02-07,2022,2,North America,Office Supplies,Art,Consumer,1,0.0,50.42,5.99,0.11880206267354225
2021-01-07,2021,1,Asia Pacific,Office Supplies,Binders,Consumer,3,0.1,154.51,7.59,0.04912303410782474
2022-03-06,2022,3,Asia Pacific,Office Supplies,Storage,Corporate,4,0.1,210.34,16.14,0.07673290862413236
2022-10-28,2022,10,Asia Pacific,Office Supplies,Paper,Consumer,3,0.1,191.16,18.79,0.09829462230592174
2023-07-13,2023,7,Europe,Technology,Accessories,Corporate,4,0.0,2029.48,498.48,0.24561956757395983
2022-08-04,2022,8,Europe,Furniture,Chairs,Home Office,2,0.15,409.33,-35.3,-0.0862384872840984
2021-07-28,2021,7,North America,Office Supplies,Art,Consumer,1,0.0,70.24,17.21,0.24501708428246016
2021-10-28,2021,10,North America,Furniture,Chairs,Home Office,3,0.15,1094.29,-19.56,-0.01787460362426779
2023-01-30,2023,1,Asia Pacific,Furniture,Tables,Corporate,3,0.1,387.26,-12.88,-0.03325930899137531
2021-01-06,2021,1,North America,Technology,Phones,Consumer,6,0.2,2851.03,333.05,0.11681743089339641
2021-07-31,2021,7,North America,Furniture,Chairs,Consumer,3,0.15,1426.48,-120.85,-0.08471902865795525
2024-08-15,2024,8,North America,Technology,Phones,Corporate,2,0.1,932.65,183.19,0.19641880662627995
2021-07-13,2021,7,North America,Office Supplies,Paper,Consumer,4,0.0,230.03,52.39,0.227752901795418
2024-05-10,2024,5,Middle East & Africa,Office Supplies,Art,Consumer,4,0.1,156.29,5.81,0.03717448333226694
2022-03-28,2022,3,North America,Furniture,Furnishings,Home Office,4,0.0,2065.18,173.89,0.08420089290037672
2021-02-15,2021,2,Latin America,Office Supplies,Paper,Corporate,5,0.3,197.14,-11.42,-0.05792837577356194
2021-05-04,2021,5,North America,Office Supplies,Storage,Corporate,3,0.2,110.11,4.25,0.03859776587049314
2023-02-03,2023,2,Middle East & Africa,Office Supplies,Binders,Corporate,6,0.1,429.63,34.35,0.07995251728231269
2021-08-03,2021,8,Asia Pacific,Technology,Laptops,Corporate,6,0.0,3071.58,830.76,0.2704666653644053
2021-06-23,2021,6,North America,Office Supplies,Storage,Consumer,4,0.15,351.98,1.35,0.0038354451957497587
2023-08-29,2023,8,Europe,Office Supplies,Binders,Corporate,1,0.0,43.58,9.87,0.22648003671408903
2023-10-25,2023,10,Europe,Technology,Laptops,Corporate,2,0.15,997.94,143.24,0.14353568350802653
2023-07-15,2023,7,Europe,Office Supplies,Storage,Corporate,5,0.0,371.43,49.83,0.13415717631855262
2023-01-24,2023,1,Asia Pacific,Office Supplies,Paper,Corporate,2,0.1,189.27,17.38,0.09182649125587784
2024-01-21,2024,1,Europe,Technology,Accessories,Consumer,1,0.15,812.99,118.36,0.14558604656883847
2021-05-12,2021,5,Asia Pacific,Technology,Copiers,Consumer,4,0.0,2031.18,601.35,0.2960594334327829
2022-04-09,2022,4,North America,Office Supplies,Storage,Home Office,5,0.0,423.44,76.43,0.18049782731910072
2023-06-27,2023,6,North America,Office Supplies,Art,Consumer,3,0.1,258.57,27.1,0.10480720887960708
2023-01-10,2023,1,Asia Pacific,Office Supplies,Storage,Consumer,5,0.0,671.23,101.0,0.15047003262667044
2021-01-02,2021,1,Europe,Technology,Phones,Corporate,1,0.0,615.64,113.9,0.18501072055097137
2021-02-23,2021,2,Europe,Technology,Phones,Consumer,4,0.2,1144.72,60.29,0.05266790132084702
2024-01-16,2024,1,Europe,Office Supplies,Storage,Corporate,1,0.0,40.27,10.15,0.25204867146759374
2024-04-29,2024,4,Asia Pacific,Office Supplies,Binders,Corporate,1,0.4,49.68,-10.13,-0.20390499194847023
2021-10-27,2021,10,North America,Furniture,Chairs,Corporate,2,0.15,390.1,-31.23,-0.08005639579594975
2024-10-18,2024,10,Europe,Office Supplies,Art,Corporate,5,0.3,308.82,-25.87,-0.08377048118645165
2023-07-28,2023,7,North America,Technology,Accessories,Corporate,3,0.1,2115.48,500.81,0.2367358708189158
2022-04-17,2022,4,Europe,Office Supplies,Storage,Home Office,3,0.0,106.23,33.32,0.3136590417019674
2023-07-23,2023,7,Asia Pacific,Office Supplies,Storage,Corporate,5,0.1,355.41,38.37,0.10795982105174304
2022-07-10,2022,7,Europe,Office Supplies,Art,Corporate,1,0.1,47.42,1.12,0.023618726275832985
2024-01-19,2024,1,Latin America,Technology,Phones,Home Office,1,0.15,242.46,29.22,0.12051472407819845
2023-10-31,2023,10,Asia Pacific,Office Supplies,Storage,Corporate,4,0.0,183.36,32.35,0.17642888307155322
2021-03-20,2021,3,North America,Furniture,Chairs,Home Office,2,0.2,505.94,-61.69,-0.12193145432264695
2021-11-29,2021,11,Europe,Office Supplies,Paper,Consumer,2,0.1,153.74,18.32,0.11916222193313386
2024-11-20,2024,11,Asia Pacific,Office Supplies,Binders,Home Office,2,0.1,206.94,5.53,0.026722721561805357
2022-03-13,2022,3,Europe,Office Supplies,Storage,Consumer,3,0.1,110.0,-1.41,-0.012818181818181817
2021-06-01,2021,6,Asia Pacific,Office Supplies,Storage,Consumer,3,0.4,385.2,-91.79,-0.23829179646936657
2022-02-13,2022,2,North America,Technology,Copiers,Consumer,2,0.0,874.38,310.53,0.35514307280587387
2022-03-26,2022,3,Asia Pacific,Technology,Phones,Consumer,4,0.15,3035.92,425.87,0.14027708240006323
2023-01-23,2023,1,Latin America,Furniture,Chairs,Consumer,1,0.15,245.83,5.45,0.02216979213277468
2022-01-16,2022,1,North America,Office Supplies,Art,Consumer,3,0.15,268.16,32.98,0.12298627684964199
2021-12-09,2021,12,North America,Office Supplies,Paper,Consumer,3,0.0,406.46,66.85,0.16446882842100083
2023-05-29,2023,5,Asia Pacific,Office Supplies,Paper,Consumer,1,0.1,67.02,10.56,0.15756490599820952
2023-12-10,2023,12,Europe,Furniture,Chairs,Consumer,4,0.15,950.35,21.56,0.022686378702583256
2024-04-06,2024,4,Asia Pacific,Technology,Accessories,Consumer,3,0.15,1010.53,110.35,0.10920012270788595
2022-12-11,2022,12,North America,Office Supplies,Paper,Consumer,3,0.3,234.75,-32.43,-0.13814696485623004
2024-12-22,2024,12,Latin America,Office Supplies,Paper,Consumer,1,0.15,118.36,2.66,0.02247380871916188
2022-01-29,2022,1,North America,Office Supplies,Art,Consumer,4,0.1,373.15,52.38,0.1403725043548171
2022-01-04,2022,1,Europe,Furniture,Furnishings,Consumer,1,0.2,208.26,-16.23,-0.07793143186401615
2021-01-18,2021,1,North America,Office Supplies,Storage,Consumer,4,0.15,247.21,33.96,0.13737308361312245
2023-06-01,2023,6,Asia Pacific,Office Supplies,Art,Consumer,3,0.0,98.49,11.86,0.12041831658036349
2023-11-18,2023,11,Europe,Technology,Laptops,Consumer,4,0.15,2559.62,266.98,0.10430454520592902
2021-07-30,2021,7,Europe,Technology,Laptops,Corporate,4,0.0,2734.35,678.11,0.24799678168486114
2022-06-06,2022,6,Europe,Office Supplies,Storage,Corporate,2,0.0,192.51,43.24,0.22461170848267625
2024-04-25,2024,4,Latin America,Technology,Laptops,Corporate,2,0.3,815.75,4.86,0.005957707631014404
2024-10-31,2024,10,Asia Pacific,Office Supplies,Storage,Corporate,2,0.15,134.7,7.86,0.05835189309576838
2021-05-09,2021,5,North America,Furniture,Furnishings,Consumer,4,0.0,666.45,69.25,0.10390877035036386
